parameter1,parameter2,criteria1,criteria2,constraint1,constraint2
10,26.75,36.75,1933.85,0,1
10,27,37,1976.06,0,1
10,27.25,37.25,2018.67,0,1
10,27.5,37.5,2061.67,0,1
10,27.75,37.75,2105.06,0,1
10,28,38,2148.85,0,1
10,28.25,38.25,2193.03,0,1
10,28.5,38.5,2237.6,0,1
10,28.75,38.75,2282.56,0,1
10,29,39,2327.92,0,1
10,29.25,39.25,2373.67,0,1
10,29.5,39.5,2419.81,0,1
10,29.75,39.75,2466.35,0,1
10,30,40,2513.27,0,1
10,30.25,40.25,2560.59,0,1
10,30.5,40.5,2608.31,0,1
10,30.75,40.75,2656.41,0,1
10,31,41,2704.91,0,1
10,31.25,41.25,2753.8,0,1
10,31.5,41.5,2803.09,0,1
10,31.75,41.75,2852.76,0,1
10,32,42,2902.83,0,1
10,32.25,42.25,2953.29,0,1
10,32.5,42.5,3004.15,0,1
10,32.75,42.75,3055.4,0,1
10,33,43,3107.04,0,1
10,33.25,43.25,3159.07,0,1
10,33.5,43.5,3211.49,0,1
10,33.75,43.75,3264.31,0,1
10,34,44,3317.52,0,1
10,34.25,44.25,3371.13,0,1
10,34.5,44.5,3425.12,0,1
10,34.75,44.75,3479.51,0,1
10,35,45,3534.29,0,1
10,35.25,45.25,3589.47,0,1
10,35.5,45.5,3645.03,0,1
10,35.75,45.75,3700.99,0,1
10,36,46,3757.34,0,1
10,36.25,46.25,3814.09,0,1
10,36.5,46.5,3871.23,0,1
10,36.75,46.75,3928.76,0,1
10,37,47,3986.68,0,1
10,37.25,47.25,4045,0,1
10,37.5,47.5,4103.71,0,1
10,37.75,47.75,4162.81,0,1
10,38,48,4222.3,0,1
10,38.25,48.25,4282.19,0,1
10,38.5,48.5,4342.47,0,1
10,38.75,48.75,4403.14,0,1
10,39,49,4464.2,0,1
10,39.25,49.25,4525.66,0,1
10,39.5,49.5,4587.51,0,1
10,39.75,49.75,4649.75,0,1
10,40,50,4712.39,0,1
10,40.25,50.25,4775.42,0,1
10,40.5,50.5,4838.84,0,1
10,40.75,50.75,4902.65,0,1
10,41,51,4966.86,0,1
10,41.25,51.25,5031.46,0,1
10,41.5,51.5,5096.45,0,1
10,41.75,51.75,5161.83,0,1
10,42,52,5227.61,0,1
10,42.25,52.25,5293.78,0,1
10,42.5,52.5,5360.34,0,1
10,42.75,52.75,5427.3,0,1
10,43,53,5494.65,0,1
10,43.25,53.25,5562.39,0,1
10,43.5,53.5,5630.52,0,1
10,43.75,53.75,5699.05,0,1
10,44,54,5767.96,0,1
10,44.25,54.25,5837.28,0,1
10,44.5,54.5,5906.98,0,1
10,44.75,54.75,5977.08,0,1
10,45,55,6047.57,0,1
10,45.25,55.25,6118.45,0,1
10,45.5,55.5,6189.72,0,1
10,45.75,55.75,6261.39,0,1
10,46,56,6333.45,0,1
10,46.25,56.25,6405.9,0,1
10,46.5,56.5,6478.75,0,1
10,46.75,56.75,6551.99,0,1
10,47,57,6625.62,0,1
10,47.25,57.25,6699.64,0,1
10,47.5,57.5,6774.06,0,1
10,47.75,57.75,6848.87,0,1
10,48,58,6924.07,0,1
10,48.25,58.25,6999.66,0,1
10,48.5,58.5,7075.65,0,1
10,48.75,58.75,7152.03,0,1
10,49,59,7228.8,0,1
10,49.25,59.25,7305.97,0,1
10,49.5,59.5,7383.53,0,1
10,49.75,59.75,7461.48,0,1
10,50,60,7539.82,0,1
10,50.25,60.25,7618.56,0,1
10,50.5,60.5,7697.69,0,1
10,50.75,60.75,7777.21,0,1
10,51,61,7857.12,0,1
10,51.25,61.25,7937.43,0,1
10,51.5,61.5,8018.13,0,1
10,51.75,61.75,8099.22,0,1
10,52,62,8180.71,0,1
10,52.25,62.25,8262.59,0,1
10,52.5,62.5,8344.86,0,1
10,52.75,62.75,8427.52,0,1
10,53,63,8510.57,0,1
10,53.25,63.25,8594.02,0,1
10,53.5,63.5,8677.86,0,1
10,53.75,63.75,8762.1,0,1
10,54,64,8846.72,0,1
10,54.25,64.25,8931.74,0,1
10,54.5,64.5,9017.16,0,1
10,54.75,64.75,9102.96,0,1
10,55,65,9189.16,0,1
10,55.25,65.25,9275.75,0,1
10,55.5,65.5,9362.73,0,1
10,55.75,65.75,9450.11,0,1
10,56,66,9537.88,0,1
10,56.25,66.25,9626.04,0,1
10,56.5,66.5,9714.59,0,1
10,56.75,66.75,9803.54,0,1
10,57,67,9892.88,0,1
10,57.25,67.25,9982.61,0,1
10,57.5,67.5,10072.7,0,1
10,57.75,67.75,10163.2,0,1
10,58,68,10254.2,0,1
10,58.25,68.25,10345.5,0,1
10,58.5,68.5,10437.2,0,1
10,58.75,68.75,10529.2,0,1
10,59,69,10621.7,0,1
10,59.25,69.25,10714.6,0,1
10,59.5,69.5,10807.9,0,1
10,59.75,69.75,10901.5,0,1
10,60,70,10995.6,0,1
10,60.25,70.25,11090,0,1
10,60.5,70.5,11184.9,0,1
10,60.75,70.75,11280.1,0,1
10,61,71,11375.7,0,1
10,61.25,71.25,11471.7,0,1
10,61.5,71.5,11568.1,0,1
10,61.75,71.75,11664.9,0,1
10,62,72,11762.1,0,1
10,62.25,72.25,11859.7,0,1
10,62.5,72.5,11957.7,0,1
10,62.75,72.75,12056.1,0,1
10,63,73,12154.8,0,1
10,63.25,73.25,12254,0,1
10,63.5,73.5,12353.5,0,1
10,63.75,73.75,12453.5,0,1
10,64,74,12553.8,0,1
10,64.25,74.25,12654.5,0,1
10,64.5,74.5,12755.7,0,1
10,64.75,74.75,12857.2,0,1
10,65,75,12959.1,0,1
10,65.25,75.25,13061.4,0,1
10,65.5,75.5,13164.1,0,1
10,65.75,75.75,13267.1,0,1
10,66,76,13370.6,0,1
10,66.25,76.25,13474.5,0,1
10,66.5,76.5,13578.7,0,1
10,66.75,76.75,13683.4,0,1
10,67,77,13788.5,0,1
10,67.25,77.25,13893.9,0,1
10,67.5,77.5,13999.7,0,1
10,67.75,77.75,14105.9,0,1
10,68,78,14212.6,0,1
10,68.25,78.25,14319.6,0,1
10,68.5,78.5,14427,0,1
10,68.75,78.75,14534.8,0,1
10,69,79,14643,0,1
10,69.25,79.25,14751.5,0,1
10,69.5,79.5,14860.5,0,1
10,69.75,79.75,14969.9,0,1
10,70,80,15079.6,0,1
10,70.25,80.25,15189.8,0,1
10,70.5,80.5,15300.3,0,1
10,70.75,80.75,15411.3,0,1
10,71,81,15522.6,0,1
10,71.25,81.25,15634.3,0,1
10,71.5,81.5,15746.4,0,1
10,71.75,81.75,15859,0,1
10,72,82,15971.9,0,1
10,72.25,82.25,16085.2,0,1
10,72.5,82.5,16198.8,0,1
10,72.75,82.75,16312.9,0,1
10,73,83,16427.4,0,1
10,73.25,83.25,16542.3,0,1
10,73.5,83.5,16657.5,0,1
10,73.75,83.75,16773.2,0,1
10,74,84,16889.2,0,1
10,74.25,84.25,17005.6,0,1
10,74.5,84.5,17122.5,0,1
10,74.75,84.75,17239.7,0,1
10,75,85,17357.3,0,1
10,75.25,85.25,17475.3,0,1
10,75.5,85.5,17593.7,0,1
10,75.75,85.75,17712.5,0,1
10,76,86,17831.7,0,1
10,76.25,86.25,17951.3,0,1
10,76.5,86.5,18071.2,0,1
10,76.75,86.75,18191.6,0,1
10,77,87,18312.3,0,1
10,77.25,87.25,18433.5,0,1
10,77.5,87.5,18555,0,1
10,77.75,87.75,18677,0,1
10,78,88,18799.3,0,1
10,78.25,88.25,18922,0,1
10,78.5,88.5,19045.1,0,1
10,78.75,88.75,19168.6,0,1
10,79,89,19292.5,0,1
10,79.25,89.25,19416.8,0,1
10,79.5,89.5,19541.5,0,1
10,79.75,89.75,19666.6,0,1
10,80,90,19792,0,1
10,80.25,90.25,19917.9,0,1
10,80.5,90.5,20044.1,0,1
10,80.75,90.75,20170.8,0,1
10,81,91,20297.8,0,1
10,81.25,91.25,20425.3,0,1
10,81.5,91.5,20553.1,0,1
10,81.75,91.75,20681.3,0,1
10,82,92,20809.9,0,1
10,82.25,92.25,20938.9,0,1
10,82.5,92.5,21068.3,0,1
10,82.75,92.75,21198.1,0,1
10,83,93,21328.3,0,1
10,83.25,93.25,21458.8,0,1
10,83.5,93.5,21589.8,0,1
10,83.75,93.75,21721.2,0,1
10,84,94,21852.9,0,1
10,84.25,94.25,21985.1,0,1
10,84.5,94.5,22117.6,0,1
10,84.75,94.75,22250.5,0,1
10,85,95,22383.8,0,1
10,85.25,95.25,22517.6,0,1
10,85.5,95.5,22651.7,0,1
10,85.75,95.75,22786.2,0,1
10,86,96,22921.1,0,1
10,86.25,96.25,23056.3,0,1
10,86.5,96.5,23192,0,1
10,86.75,96.75,23328.1,0,1
10,87,97,23464.6,0,1
10,87.25,97.25,23601.4,0,1
10,87.5,97.5,23738.7,0,1
10,87.75,97.75,23876.3,0,1
10,88,98,24014.3,0,1
10,88.25,98.25,24152.8,0,1
10,88.5,98.5,24291.6,0,1
10,88.75,98.75,24430.8,0,1
10,89,99,24570.4,0,1
10,89.25,99.25,24710.4,0,1
10,89.5,99.5,24850.8,0,1
10,89.75,99.75,24991.6,0,1
10,90,100,25132.7,0,1
10,90.25,100.25,25274.3,0,1
10,90.5,100.5,25416.3,0,1
10,90.75,100.75,25558.6,0,1
10,91,101,25701.4,0,1
10,91.25,101.25,25844.5,0,1
10,91.5,101.5,25988,0,1
10,91.75,101.75,26132,0,1
10,92,102,26276.3,0,1
10,92.25,102.25,26421,0,1
10,92.5,102.5,26566.1,0,1
10,92.75,102.75,26711.6,0,1
10,93,103,26857.5,0,1
10,93.25,103.25,27003.8,0,1
10,93.5,103.5,27150.4,0,1
10,93.75,103.75,27297.5,0,1
10,94,104,27445,0,1
10,94.25,104.25,27592.8,0,1
10,94.5,104.5,27741,0,1
10,94.75,104.75,27889.7,0,1
10,95,105,28038.7,0,1
10,95.25,105.25,28188.1,0,1
10,95.5,105.5,28338,0,1
10,95.75,105.75,28488.2,0,1
10,96,106,28638.8,0,1
10,96.25,106.25,28789.8,0,1
10,96.5,106.5,28941.1,0,1
10,96.75,106.75,29092.9,0,1
10,97,107,29245.1,0,1
10,97.25,107.25,29397.6,0,1
10,97.5,107.5,29550.6,0,1
10,97.75,107.75,29704,0,1
10,98,108,29857.7,0,1
10,98.25,108.25,30011.8,0,1
10,98.5,108.5,30166.4,0,1
10,98.75,108.75,30321.3,0,1
10,99,109,30476.6,0,1
10,99.25,109.25,30632.3,0,1
10,99.5,109.5,30788.4,0,1
10,99.75,109.75,30944.9,0,1
10.25,10,20.25,-15.9043,1,0
10.25,10.25,20.5,0,1,0
10.25,10.5,20.75,16.297,1,1
10.25,10.75,21,32.9867,1,1
10.25,11,21.25,50.0691,1,1
10.25,11.25,21.5,67.5442,1,1
10.25,11.5,21.75,85.4121,1,1
10.25,11.75,22,103.673,1,1
10.25,12,22.25,122.326,1,1
10.25,12.25,22.5,141.372,1,1
10.25,12.5,22.75,160.81,1,1
10.25,12.75,23,180.642,1,1
10.25,13,23.25,200.866,1,1
10.25,13.25,23.5,221.482,1,1
10.25,13.5,23.75,242.492,1,1
10.25,13.75,24,263.894,1,1
10.25,14,24.25,285.689,1,1
10.25,14.25,24.5,307.876,1,1
10.25,14.5,24.75,330.456,1,1
10.25,14.75,25,353.429,1,1
10.25,15,25.25,376.795,1,1
10.25,15.25,25.5,400.553,1,1
10.25,15.5,25.75,424.704,1,1
10.25,15.75,26,449.248,1,1
10.25,16,26.25,474.184,1,1
10.25,16.25,26.5,499.513,1,1
10.25,16.5,26.75,525.235,1,1
10.25,16.75,27,551.35,1,1
10.25,17,27.25,577.857,1,1
10.25,17.25,27.5,604.757,0,1
10.25,17.5,27.75,632.049,0,1
10.25,17.75,28,659.734,0,1
10.25,18,28.25,687.812,0,1
10.25,18.25,28.5,716.283,0,1
10.25,18.5,28.75,745.147,0,1
10.25,18.75,29,774.403,0,1
10.25,19,29.25,804.051,0,1
10.25,19.25,29.5,834.093,0,1
10.25,19.5,29.75,864.527,0,1
10.25,19.75,30,895.354,0,1
10.25,20,30.25,926.573,0,1
10.25,20.25,30.5,958.186,0,1
10.25,20.5,30.75,990.191,0,1
10.25,20.75,31,1022.59,0,1
10.25,21,31.25,1055.38,0,1
10.25,21.25,31.5,1088.56,0,1
10.25,21.5,31.75,1122.14,0,1
10.25,21.75,32,1156.11,0,1
10.25,22,32.25,1190.47,0,1
10.25,22.25,32.5,1225.22,0,1
10.25,22.5,32.75,1260.37,0,1
10.25,22.75,33,1295.91,0,1
10.25,23,33.25,1331.84,0,1
10.25,23.25,33.5,1368.16,0,1
10.25,23.5,33.75,1404.88,0,1
10.25,23.75,34,1441.99,0,1
10.25,24,34.25,1479.49,0,1
10.25,24.25,34.5,1517.39,0,1
10.25,24.5,34.75,1555.68,0,1
10.25,24.75,35,1594.36,0,1
10.25,25,35.25,1633.43,0,1
10.25,25.25,35.5,1672.9,0,1
10.25,25.5,35.75,1712.76,0,1
10.25,25.75,36,1753.01,0,1
10.25,26,36.25,1793.65,0,1
10.25,26.25,36.5,1834.69,0,1
10.25,26.5,36.75,1876.12,0,1
10.25,26.75,37,1917.94,0,1
10.25,27,37.25,1960.16,0,1
10.25,27.25,37.5,2002.77,0,1
10.25,27.5,37.75,2045.77,0,1
10.25,27.75,38,2089.16,0,1
10.25,28,38.25,2132.95,0,1
10.25,28.25,38.5,2177.12,0,1
10.25,28.5,38.75,2221.7,0,1
10.25,28.75,39,2266.66,0,1
10.25,29,39.25,2312.02,0,1
10.25,29.25,39.5,2357.77,0,1
10.25,29.5,39.75,2403.91,0,1
10.25,29.75,40,2450.44,0,1
10.25,30,40.25,2497.37,0,1
10.25,30.25,40.5,2544.69,0,1
10.25,30.5,40.75,2592.4,0,1
10.25,30.75,41,2640.51,0,1
10.25,31,41.25,2689.01,0,1
10.25,31.25,41.5,2737.9,0,1
10.25,31.5,41.75,2787.18,0,1
10.25,31.75,42,2836.86,0,1
10.25,32,42.25,2886.93,0,1
10.25,32.25,42.5,2937.39,0,1
10.25,32.5,42.75,2988.24,0,1
10.25,32.75,43,3039.49,0,1
10.25,33,43.25,3091.13,0,1
10.25,33.25,43.5,3143.16,0,1
10.25,33.5,43.75,3195.59,0,1
10.25,33.75,44,3248.41,0,1
10.25,34,44.25,3301.62,0,1
10.25,34.25,44.5,3355.22,0,1
10.25,34.5,44.75,3409.22,0,1
10.25,34.75,45,3463.61,0,1
10.25,35,45.25,3518.39,0,1
10.25,35.25,45.5,3573.56,0,1
10.25,35.5,45.75,3629.13,0,1
10.25,35.75,46,3685.09,0,1
10.25,36,46.25,3741.44,0,1
10.25,36.25,46.5,3798.19,0,1
10.25,36.5,46.75,3855.32,0,1
10.25,36.75,47,3912.85,0,1
10.25,37,47.25,3970.78,0,1
10.25,37.25,47.5,4029.09,0,1
10.25,37.5,47.75,4087.8,0,1
10.25,37.75,48,4146.9,0,1
10.25,38,48.25,4206.4,0,1
10.25,38.25,48.5,4266.28,0,1
10.25,38.5,48.75,4326.56,0,1
10.25,38.75,49,4387.23,0,1
10.25,39,49.25,4448.3,0,1
10.25,39.25,49.5,4509.76,0,1
10.25,39.5,49.75,4571.61,0,1
10.25,39.75,50,4633.85,0,1
10.25,40,50.25,4696.48,0,1
10.25,40.25,50.5,4759.51,0,1
10.25,40.5,50.75,4822.93,0,1
10.25,40.75,51,4886.75,0,1
10.25,41,51.25,4950.95,0,1
10.25,41.25,51.5,5015.55,0,1
10.25,41.5,51.75,5080.54,0,1
10.25,41.75,52,5145.93,0,1
10.25,42,52.25,5211.71,0,1
10.25,42.25,52.5,5277.88,0,1
10.25,42.5,52.75,5344.44,0,1
10.25,42.75,53,5411.39,0,1
10.25,43,53.25,5478.74,0,1
10.25,43.25,53.5,5546.48,0,1
10.25,43.5,53.75,5614.62,0,1
10.25,43.75,54,5683.14,0,1
10.25,44,54.25,5752.06,0,1
10.25,44.25,54.5,5821.37,0,1
10.25,44.5,54.75,5891.08,0,1
10.25,44.75,55,5961.17,0,1
10.25,45,55.25,6031.66,0,1
10.25,45.25,55.5,6102.54,0,1
10.25,45.5,55.75,6173.82,0,1
10.25,45.75,56,6245.49,0,1
10.25,46,56.25,6317.55,0,1
10.25,46.25,56.5,6390,0,1
10.25,46.5,56.75,6462.85,0,1
10.25,46.75,57,6536.08,0,1
10.25,47,57.25,6609.71,0,1
10.25,47.25,57.5,6683.74,0,1
10.25,47.5,57.75,6758.15,0,1
10.25,47.75,58,6832.96,0,1
10.25,48,58.25,6908.17,0,1
10.25,48.25,58.5,6983.76,0,1
10.25,48.5,58.75,7059.75,0,1
10.25,48.75,59,7136.13,0,1
10.25,49,59.25,7212.9,0,1
10.25,49.25,59.5,7290.07,0,1
10.25,49.5,59.75,7367.62,0,1
10.25,49.75,60,7445.57,0,1
10.25,50,60.25,7523.92,0,1
10.25,50.25,60.5,7602.65,0,1
10.25,50.5,60.75,7681.78,0,1
10.25,50.75,61,7761.3,0,1
10.25,51,61.25,7841.22,0,1
10.25,51.25,61.5,7921.53,0,1
10.25,51.5,61.75,8002.23,0,1
10.25,51.75,62,8083.32,0,1
10.25,52,62.25,8164.8,0,1
10.25,52.25,62.5,8246.68,0,1
10.25,52.5,62.75,8328.95,0,1
10.25,52.75,63,8411.61,0,1
10.25,53,63.25,8494.67,0,1
10.25,53.25,63.5,8578.12,0,1
10.25,53.5,63.75,8661.96,0,1
10.25,53.75,64,8746.19,0,1
10.25,54,64.25,8830.82,0,1
10.25,54.25,64.5,8915.84,0,1
10.25,54.5,64.75,9001.25,0,1
10.25,54.75,65,9087.06,0,1
10.25,55,65.25,9173.25,0,1
10.25,55.25,65.5,9259.84,0,1
10.25,55.5,65.75,9346.83,0,1
10.25,55.75,66,9434.2,0,1
10.25,56,66.25,9521.97,0,1
10.25,56.25,66.5,9610.13,0,1
10.25,56.5,66.75,9698.69,0,1
10.25,56.75,67,9787.63,0,1
10.25,57,67.25,9876.97,0,1
10.25,57.25,67.5,9966.7,0,1
10.25,57.5,67.75,10056.8,0,1
10.25,57.75,68,10147.3,0,1
10.25,58,68.25,10238.3,0,1
10.25,58.25,68.5,10329.6,0,1
10.25,58.5,68.75,10421.3,0,1
10.25,58.75,69,10513.3,0,1
10.25,59,69.25,10605.8,0,1
10.25,59.25,69.5,10698.7,0,1
10.25,59.5,69.75,10792,0,1
10.25,59.75,70,10885.6,0,1
10.25,60,70.25,10979.7,0,1
10.25,60.25,70.5,11074.1,0,1
10.25,60.5,70.75,11169,0,1
10.25,60.75,71,11264.2,0,1
10.25,61,71.25,11359.8,0,1
10.25,61.25,71.5,11455.8,0,1
10.25,61.5,71.75,11552.2,0,1
10.25,61.75,72,11649,0,1
10.25,62,72.25,11746.2,0,1
10.25,62.25,72.5,11843.8,0,1
10.25,62.5,72.75,11941.8,0,1
10.25,62.75,73,12040.2,0,1
10.25,63,73.25,12138.9,0,1
10.25,63.25,73.5,12238.1,0,1
10.25,63.5,73.75,12337.6,0,1
10.25,63.75,74,12437.6,0,1
10.25,64,74.25,12537.9,0,1
10.25,64.25,74.5,12638.6,0,1
10.25,64.5,74.75,12739.7,0,1
10.25,64.75,75,12841.3,0,1
10.25,65,75.25,12943.2,0,1
10.25,65.25,75.5,13045.5,0,1
10.25,65.5,75.75,13148.2,0,1
10.25,65.75,76,13251.2,0,1
10.25,66,76.25,13354.7,0,1
10.25,66.25,76.5,13458.6,0,1
10.25,66.5,76.75,13562.8,0,1
10.25,66.75,77,13667.5,0,1
10.25,67,77.25,13772.5,0,1
10.25,67.25,77.5,13878,0,1
10.25,67.5,77.75,13983.8,0,1
10.25,67.75,78,14090,0,1
10.25,68,78.25,14196.7,0,1
10.25,68.25,78.5,14303.7,0,1
10.25,68.5,78.75,14411.1,0,1
10.25,68.75,79,14518.9,0,1
10.25,69,79.25,14627.1,0,1
10.25,69.25,79.5,14735.6,0,1
10.25,69.5,79.75,14844.6,0,1
10.25,69.75,80,14954,0,1
10.25,70,80.25,15063.7,0,1
10.25,70.25,80.5,15173.9,0,1
10.25,70.5,80.75,15284.4,0,1
10.25,70.75,81,15395.4,0,1
10.25,71,81.25,15506.7,0,1
10.25,71.25,81.5,15618.4,0,1
10.25,71.5,81.75,15730.5,0,1
10.25,71.75,82,15843.1,0,1
10.25,72,82.25,15956,0,1
10.25,72.25,82.5,16069.2,0,1
10.25,72.5,82.75,16182.9,0,1
10.25,72.75,83,16297,0,1
10.25,73,83.25,16411.5,0,1
10.25,73.25,83.5,16526.3,0,1
10.25,73.5,83.75,16641.6,0,1
10.25,73.75,84,16757.3,0,1
10.25,74,84.25,16873.3,0,1
10.25,74.25,84.5,16989.7,0,1
10.25,74.5,84.75,17106.6,0,1
10.25,74.75,85,17223.8,0,1
10.25,75,85.25,17341.4,0,1
10.25,75.25,85.5,17459.4,0,1
10.25,75.5,85.75,17577.8,0,1
10.25,75.75,86,17696.6,0,1
10.25,76,86.25,17815.8,0,1
10.25,76.25,86.5,17935.4,0,1
10.25,76.5,86.75,18055.3,0,1
10.25,76.75,87,18175.7,0,1
10.25,77,87.25,18296.4,0,1
10.25,77.25,87.5,18417.6,0,1
10.25,77.5,87.75,18539.1,0,1
10.25,77.75,88,18661.1,0,1
10.25,78,88.25,18783.4,0,1
10.25,78.25,88.5,18906.1,0,1
10.25,78.5,88.75,19029.2,0,1
10.25,78.75,89,19152.7,0,1
10.25,79,89.25,19276.6,0,1
10.25,79.25,89.5,19400.9,0,1
10.25,79.5,89.75,19525.6,0,1
10.25,79.75,90,19650.7,0,1
10.25,80,90.25,19776.1,0,1
10.25,80.25,90.5,19902,0,1
10.25,80.5,90.75,20028.2,0,1
10.25,80.75,91,20154.9,0,1
10.25,81,91.25,20281.9,0,1
10.25,81.25,91.5,20409.4,0,1
10.25,81.5,91.75,20537.2,0,1
10.25,81.75,92,20665.4,0,1
10.25,82,92.25,20794,0,1
10.25,82.25,92.5,20923,0,1
10.25,82.5,92.75,21052.4,0,1
10.25,82.75,93,21182.2,0,1
10.25,83,93.25,21312.4,0,1
10.25,83.25,93.5,21442.9,0,1
10.25,83.5,93.75,21573.9,0,1
10.25,83.75,94,21705.3,0,1
10.25,84,94.25,21837,0,1
10.25,84.25,94.5,21969.2,0,1
10.25,84.5,94.75,22101.7,0,1
10.25,84.75,95,22234.6,0,1
10.25,85,95.25,22367.9,0,1
10.25,85.25,95.5,22501.7,0,1
10.25,85.5,95.75,22635.8,0,1
10.25,85.75,96,22770.3,0,1
10.25,86,96.25,22905.2,0,1
10.25,86.25,96.5,23040.4,0,1
10.25,86.5,96.75,23176.1,0,1
10.25,86.75,97,23312.2,0,1
10.25,87,97.25,23448.7,0,1
10.25,87.25,97.5,23585.5,0,1
10.25,87.5,97.75,23722.8,0,1
10.25,87.75,98,23860.4,0,1
10.25,88,98.25,23998.4,0,1
10.25,88.25,98.5,24136.9,0,1
10.25,88.5,98.75,24275.7,0,1
10.25,88.75,99,24414.9,0,1
10.25,89,99.25,24554.5,0,1
10.25,89.25,99.5,24694.5,0,1
10.25,89.5,99.75,24834.9,0,1
10.25,89.75,100,24975.7,0,1
10.25,90,100.25,25116.8,0,1
10.25,90.25,100.5,25258.4,0,1
10.25,90.5,100.75,25400.4,0,1
10.25,90.75,101,25542.7,0,1
10.25,91,101.25,25685.5,0,1
10.25,91.25,101.5,25828.6,0,1
10.25,91.5,101.75,25972.1,0,1
10.25,91.75,102,26116.1,0,1
10.25,92,102.25,26260.4,0,1
10.25,92.25,102.5,26405.1,0,1
10.25,92.5,102.75,26550.2,0,1
10.25,92.75,103,26695.7,0,1
10.25,93,103.25,26841.6,0,1
10.25,93.25,103.5,26987.9,0,1
10.25,93.5,103.75,27134.5,0,1
10.25,93.75,104,27281.6,0,1
10.25,94,104.25,27429,0,1
10.25,94.25,104.5,27576.9,0,1
10.25,94.5,104.75,27725.1,0,1
10.25,94.75,105,27873.8,0,1
10.25,95,105.25,28022.8,0,1
10.25,95.25,105.5,28172.2,0,1
10.25,95.5,105.75,28322,0,1
10.25,95.75,106,28472.3,0,1
10.25,96,106.25,28622.9,0,1
10.25,96.25,106.5,28773.8,0,1
10.25,96.5,106.75,28925.2,0,1
10.25,96.75,107,29077,0,1
10.25,97,107.25,29229.2,0,1
10.25,97.25,107.5,29381.7,0,1
10.25,97.5,107.75,29534.7,0,1
10.25,97.75,108,29688.1,0,1
10.25,98,108.25,29841.8,0,1
10.25,98.25,108.5,29995.9,0,1
10.25,98.5,108.75,30150.5,0,1
10.25,98.75,109,30305.4,0,1
10.25,99,109.25,30460.7,0,1
10.25,99.25,109.5,30616.4,0,1
10.25,99.5,109.75,30772.5,0,1
10.25,99.75,110,30929,0,1
10.5,10,20.5,-32.2013,1,0
10.5,10.25,20.75,-16.297,1,0
10.5,10.5,21,0,1,0
10.5,10.75,21.25,16.6897,1,1
10.5,11,21.5,33.7721,1,1
10.5,11.25,21.75,51.2472,1,1
10.5,11.5,22,69.115,1,1
10.5,11.75,22.25,87.3755,1,1
10.5,12,22.5,106.029,1,1
10.5,12.25,22.75,125.075,1,1
10.5,12.5,23,144.513,1,1
10.5,12.75,23.25,164.345,1,1
10.5,13,23.5,184.569,1,1
10.5,13.25,23.75,205.185,1,1
10.5,13.5,24,226.195,1,1
10.5,13.75,24.25,247.597,1,1
10.5,14,24.5,269.392,1,1
10.5,14.25,24.75,291.579,1,1
10.5,14.5,25,314.159,1,1
10.5,14.75,25.25,337.132,1,1
10.5,15,25.5,360.498,1,1
