parameter1,parameter2,criteria1,criteria2,constraint1,constraint2
64.387,45.307,109.694,-6575.23,1,0
35.182,73.378,108.56,13026.8,0,1
35.146,28.252,63.398,-1373.08,1,0
51.427,91.18,142.607,17809.9,0,1
37.423,80.965,118.388,16194.4,0,1
49.537,23.149,72.686,-6025.69,1,0
79.957,74.449,154.406,-2671.82,1,0
88.066,84.25,172.316,-2065.78,1,0
74.449,58.501,132.95,-6661.08,1,0
51.013,25.669,76.682,-6105.46,1,0
85.159,95.689,180.848,5982.63,1,1
95.32,62.65,157.97,-16213.4,1,0
69.031,21.898,90.929,-13464.1,1,0
29.269,73.981,103.25,14503.2,0,1
35.911,10.711,46.622,-3690.98,1,0
85.861,90.298,176.159,2455.52,1,1
13.186,78.211,91.397,18670.8,0,1
30.844,38.332,69.176,1627.31,1,1
96.472,72.271,168.743,-12829.5,1,0
86.68,33.895,120.575,-19994.8,1,0
20.413,36.217,56.63,2811.66,0,1
47.044,57.538,104.582,3447.85,1,1
67.843,92.278,160.121,12291.7,1,1
41.788,42.292,84.08,133.129,1,1
17.947,82.801,100.748,20526.9,0,1
57.961,93.106,151.067,16679.5,1,1
45.667,20.449,66.116,-5238.02,1,0
55.765,14.698,70.463,-9090.84,1,0
32.347,75.034,107.381,14400.3,0,1
45.856,25.426,71.282,-4575.07,1,0
42.913,88.885,131.798,19035,0,1
72.892,46.099,118.991,-10015.8,1,0
67.105,93.736,160.841,13456.6,1,1
74.431,63.577,138.008,-4705.91,1,0
33.184,28.288,61.472,-945.515,1,0
54.64,43.597,98.237,-3408.1,1,0
21.673,58.852,80.525,9405.42,0,1
91.135,79.516,170.651,-6229.13,1,0
51.139,32.923,84.062,-4810.64,1,0
21.808,59.086,80.894,9473.68,0,1
72.892,69.769,142.661,-1399.67,1,0
19.369,18.559,37.928,-96.515,1,0
47.395,32.302,79.697,-3778.92,1,0
80.434,36.91,117.344,-16045,1,0
64.504,26.29,90.794,-10900.1,1,0
52.345,97.417,149.762,21206,0,1
15.175,25.237,40.412,1277.45,1,1
10.684,39.448,50.132,4530.17,0,1
76.15,42.283,118.433,-12600.8,1,0
60.193,99.334,159.527,19616.3,1,1
60.571,14.833,75.404,-10834.8,1,0
10.099,72.253,82.352,16080.3,0,1
63.694,58.402,122.096,-2029.88,1,0
51.769,72.001,123.77,7866.91,1,1
48.493,30.754,79.247,-4416.33,1,0
88.255,21.385,109.64,-23033,1,0
57.691,97.624,155.315,19484.8,0,1
29.953,95.086,125.039,25585.6,0,1
29.926,10.387,40.313,-2474.56,1,0
32.005,51.598,83.603,5146.03,1,1
83.845,41.518,125.363,-16670,1,0
16.183,56.188,72.371,9095.54,0,1
23.923,16.867,40.79,-904.195,1,0
85.645,57.241,142.886,-12750.3,1,0
49.159,45.838,94.997,-991.125,1,0
23.743,99.73,123.473,29475.5,0,1
17.848,23.842,41.69,785.052,1,1
39.151,38.71,77.861,-107.872,1,0
39.412,80.929,120.341,15696,0,1
10.711,77.905,88.616,18706.5,0,1
11.683,88.966,100.649,24436.7,0,1
89.299,26.542,115.841,-22838.9,1,0
53.767,19.252,73.019,-7917.6,1,0
21.637,40.861,62.498,3774.5,0,1
76.807,10.81,87.617,-18166.1,1,0
82.468,27.82,110.288,-18934.4,1,0
99.496,88.651,188.147,-6410.28,1,0
74.008,23.419,97.427,-15484.1,1,0
95.527,26.821,122.348,-26408.4,1,0
70.669,11.854,82.523,-15248,1,0
29.836,51.58,81.416,5561.59,0,1
11.584,37.684,49.268,4039.76,0,1
65.431,97.912,163.343,16667.9,1,1
66.394,94.843,161.237,14410.6,1,1
46.009,34.273,80.282,-2959.98,1,0
72.757,47.692,120.449,-9484.64,1,0
80.407,29.224,109.631,-17628.2,1,0
31.402,34.174,65.576,571.068,1,1
38.476,43.039,81.515,1168.52,1,1
65.044,72.451,137.495,3199.48,1,1
43.849,14.68,58.529,-5363.43,1,0
90.271,43.345,133.616,-19698,1,0
93.331,31.447,124.778,-24258.6,1,0
23.941,56.026,79.967,8060.51,0,1
48.277,51.778,100.055,1100.48,1,1
57.88,35.281,93.161,-6614.14,1,0
93.358,26.641,119.999,-25151.5,1,0
62.965,25.957,88.922,-10338.4,1,0
24.553,86.527,111.08,21626.9,0,1
77.977,60.562,138.539,-7579.58,1,0
20.8,17.902,38.702,-352.356,1,0
65.422,58.375,123.797,-2740.72,1,0
37.126,86.824,123.95,19352.4,0,1
82.558,32.77,115.328,-18038.9,1,0
87.04,14.77,101.81,-23115.2,1,0
62.389,88.057,150.446,12131.7,1,1
19.45,19.828,39.278,46.6435,1,1
88.579,69.949,158.528,-9278.31,1,0
41.275,12.52,53.795,-4859.65,1,0
25.984,46.72,72.704,4736.23,0,1
21.466,41.032,62.498,3841.65,0,1
72.001,71.992,143.993,-4.07131,1,0
24.841,92.134,116.975,24729.4,0,1
55.126,39.394,94.52,-4671.51,1,0
45.829,33.103,78.932,-3155.69,1,0
57.124,23.797,80.921,-8472.42,1,0
41.005,79.714,120.719,14680.4,0,1
72.181,35.299,107.48,-12453.5,1,0
33.715,54.739,88.454,5842.28,1,1
25.237,20.755,45.992,-647.596,1,0
59.509,77.626,137.135,7805.21,1,1
65.98,36.127,102.107,-9576.2,1,0
87.454,54.559,142.013,-14676,1,0
96.076,85.897,181.973,-5819.18,1,0
24.247,22.06,46.307,-318.16,1,0
89.794,92.881,182.675,1771.6,1,1
20.269,61.795,82.064,10705.9,0,1
64.882,35.11,99.992,-9352.4,1,0
21.106,20.008,41.114,-141.821,1,0
31.681,56.935,88.616,7030.6,0,1
43.111,78.805,121.916,13671.2,0,1
70.741,41.284,112.025,-10367,1,0
25.696,10.09,35.786,-1754.51,1,0
33.751,16.579,50.33,-2715.17,1,0
54.829,48.988,103.817,-1905.05,1,0
27.334,71.506,98.84,13716.1,0,1
26.614,50.482,77.096,5780.93,0,1
97.633,71.236,168.869,-14004.1,1,0
95.05,60.877,155.927,-16740,1,0
57.133,19.297,76.43,-9084.87,1,0
40.114,46.927,87.041,1863,1,1
12.187,50.383,62.57,7508.17,0,1
65.899,34.237,100.136,-9960.44,1,0
75.493,44.173,119.666,-11774.5,1,0
44.245,97.174,141.419,23515.3,0,1
58.276,44.524,102.8,-4441.29,1,0
43.156,86.185,129.341,17484.3,0,1
42.976,58.852,101.828,5078.77,1,1
86.275,66.727,153.002,-9396.14,1,0
65.431,98.272,163.703,16889.7,1,1
72.883,49.933,122.816,-8854.98,1,0
69.778,56.665,126.443,-5208.91,1,0
90.415,34.579,124.994,-21925.7,1,0
27.901,52.633,80.534,6257.32,0,1
85.465,42.202,127.667,-17351.8,1,0
29.107,25.579,54.686,-606.114,1,0
46.306,88.462,134.768,17848.3,0,1
65.962,69.373,135.335,1450.25,1,1
22.699,98.623,121.322,28938,0,1
70.714,24.112,94.826,-13883,1,0
95.806,28.99,124.796,-26195.8,1,0
58.636,38.962,97.598,-6032.31,1,0
15.184,58.78,73.964,10130.2,0,1
54.982,58.627,113.609,1300.95,1,1
25.507,77.581,103.088,16864.7,0,1
56.908,55.558,112.466,-476.985,1,0
84.682,26.686,111.368,-20291.2,1,0
12.223,42.265,54.488,5142.56,0,1
18.442,87.292,105.734,22870.1,0,1
84.907,93.907,178.814,5055.85,1,1
86.662,14.014,100.676,-22977.3,1,0
76.654,90.136,166.79,7064.38,1,1
92.476,99.784,192.26,4414.05,1,1
26.677,15.175,41.852,-1512.31,1,0
98.407,87.391,185.798,-6430.06,1,0
29.287,61.381,90.668,9141.72,0,1
73.558,45.091,118.649,-10611,1,0
57.511,45.91,103.421,-3769.24,1,0
93.871,69.661,163.532,-12437.9,1,0
94.537,76.546,171.083,-9669.68,1,0
47.242,51.445,98.687,1303.07,1,1
32.104,31.924,64.028,-36.207,1,0
35.308,91.495,126.803,22382.8,0,1
64.198,10.918,75.116,-12573.2,1,0
45.955,16.273,62.228,-5802.68,1,0
94.825,89.785,184.61,-2923.05,1,0
20.287,38.647,58.934,3399.29,0,1
79.93,69.931,149.861,-4707.55,1,0
38.431,63.775,102.206,8137.7,1,1
42.274,94.006,136.28,22148.3,0,1
18.343,61.561,79.904,10848.8,0,1
55.396,81.901,137.297,11432.4,1,1
63.82,70.075,133.895,2631.13,1,1
27.811,57.691,85.502,8026.14,0,1
39.745,79.516,119.261,14901,0,1
91.405,44.155,135.56,-20122.6,1,0
88.138,80.677,168.815,-3956.93,1,0
66.088,80.614,146.702,6694.71,1,1
39.34,87.454,126.794,19165.5,0,1
81.532,75.295,156.827,-3072.89,1,0
60.895,43.525,104.42,-5698.14,1,0
32.248,71.182,103.43,12651,0,1
72.172,69.346,141.518,-1256.42,1,0
98.281,67.771,166.052,-15916.1,1,0
33.13,40.555,73.685,1718.8,1,1
28.945,41.473,70.418,2771.5,1,1
59.284,41.509,100.793,-5628.46,1,0
80.542,23.104,103.646,-18702.6,1,0
11.593,65.521,77.114,13064.6,0,1
37.963,41.338,79.301,840.819,1,1
45.037,86.536,131.573,17153.6,0,1
75.493,90.343,165.836,7736.69,1,1
67.213,98.749,165.962,16442.4,1,1
70.957,96.553,167.51,13469.8,1,1
53.371,52.489,105.86,-293.326,1,0
39.016,14.266,53.282,-4142.91,1,0
86.014,28.432,114.446,-20703.2,1,0
42.616,58.186,100.802,4930.69,1,1
87.787,40.897,128.684,-18956.3,1,0
83.125,20.917,104.042,-20333.2,1,0
38.62,12.079,50.699,-4227.33,1,0
19.558,87.904,107.462,23073.7,0,1
43.588,90.1,133.688,19534.7,0,1
68.176,45.181,113.357,-8189.01,1,0
55.621,96.139,151.76,19317.7,0,1
43.687,57.826,101.513,4509.1,1,1
82.675,76.357,159.032,-3156.56,1,0
48.178,17.056,65.234,-6378.1,1,0
42.274,19.135,61.409,-4464.02,1,0
70.777,85.654,156.431,7311.19,1,1
61.633,66.961,128.594,2152.46,1,1
57.088,47.647,104.735,-3106.42,1,0
85.402,56.881,142.283,-12748.8,1,0
63.01,73.189,136.199,4355.41,1,1
54.946,46.135,101.081,-2797.98,1,0
51.274,83.575,134.849,13684,1,1
48.214,28,76.214,-4839.91,1,0
71.479,48.979,120.458,-8514.67,1,0
18.1,39.664,57.764,3913.24,0,1
84.16,30.889,115.049,-19254.1,1,0
92.971,85.024,177.995,-4443.87,1,0
78.715,42.823,121.538,-13704.4,1,0
61.381,84.061,145.442,10362.9,1,1
49.879,93.655,143.534,19739.7,0,1
93.205,20.665,113.87,-25950,1,0
46.477,22.006,68.483,-5264.83,1,0
44.794,93.574,138.368,21204.5,0,1
26.821,30.196,57.017,604.544,1,1
17.623,79.831,97.454,19045.6,0,1
93.385,62.569,155.954,-15098.1,1,0
25.975,11.827,37.802,-1680.2,1,0
46.144,31.357,77.501,-3600.29,1,0
29.827,74.8,104.627,14782.4,0,1
70.336,95.095,165.431,12867.7,1,1
71.632,21.673,93.305,-14644.3,1,0
83.152,31.771,114.923,-18550.7,1,0
96.697,61.876,158.573,-17346.8,1,0
64.594,25.246,89.84,-11105.6,1,0
13.105,71.65,84.755,15588.5,0,1
18.901,63.478,82.379,11536.6,0,1
49.483,22.555,72.038,-6094.18,1,0
75.484,84.277,159.761,4413.24,1,1
73.297,92.314,165.611,9894.21,1,1
14.482,80.92,95.402,19912.4,0,1
39.313,65.035,104.348,8432.16,1,1
43.489,22.456,65.945,-4357.46,1,0
34.039,46.81,80.849,3243.77,1,1
43.822,21.034,64.856,-4643.08,1,0
78.778,71.326,150.104,-3514.11,1,0
16.138,17.578,33.716,152.528,1,1
50.167,89.29,139.457,17140.5,0,1
39.349,14.032,53.381,-4245.7,1,0
18.334,61.12,79.454,10679.9,0,1
29.278,21.448,50.726,-1247.79,1,0
89.938,95.356,185.294,3153.92,1,1
42.094,39.421,81.515,-684.52,1,0
17.911,17.587,35.498,-36.1326,1,0
80.866,48.376,129.242,-13191.8,1,0
67.069,52.516,119.585,-5467.38,1,0
29.296,96.382,125.678,26487.5,0,1
74.728,29.953,104.681,-14724.9,1,0
18.847,98.767,117.614,29530.1,0,1
33.931,19.837,53.768,-2380.72,1,0
76.969,12.709,89.678,-18104.1,1,0
48.331,83.107,131.438,14359.9,0,1
77.455,88.507,165.962,5762.35,1,1
39.574,73.981,113.555,12274.5,0,1
92.539,15.076,107.615,-26188.9,1,0
35.101,78.994,114.095,15733,0,1
26.524,82.207,108.731,19020.7,0,1
41.518,58.627,100.145,5382.74,1,1
78.796,16.597,95.393,-18640.2,1,0
33.382,59.662,93.044,7681.81,0,1
54.973,90.451,145.424,16208.6,1,1
69.355,74.269,143.624,2217.24,1,1
54.001,44.083,98.084,-3056.13,1,0
94.222,62.848,157.07,-15481.5,1,0
10.018,28.162,38.18,2176.3,0,1
39.853,44.155,84.008,1135.38,1,1
88.039,78.193,166.232,-5141.91,1,0
27.271,65.503,92.774,11143,0,1
66.7,24.013,90.713,-12165.1,1,0
39.484,26.407,65.891,-2706.97,1,0
29.089,31.753,60.842,509.199,1,1
62.569,12.79,75.359,-11785,1,0
71.128,94.087,165.215,11916.6,1,1
28.585,49.924,78.509,5263.12,0,1
10.684,51.967,62.651,8125.48,0,1
66.754,55.657,122.411,-4267.52,1,0
99.586,36.109,135.695,-27060.1,1,0
87.094,20.755,107.849,-22476.8,1,0
37.36,48.493,85.853,3002.74,1,1
73.612,94.546,168.158,11059.1,1,1
33.823,70.633,104.456,12079.5,0,1
38.71,79.03,117.74,14914,0,1
48.826,23.149,71.975,-5805.98,1,0
44.533,72.694,117.227,10371.1,1,1
37.162,41.185,78.347,990.199,1,1
89.11,23.419,112.529,-23223.1,1,0
30.106,51.679,81.785,5542.86,0,1
26.209,91.234,117.443,23991.5,0,1
12.943,44.794,57.737,5777.33,0,1
98.326,13.627,111.953,-29789.5,1,0
53.929,65.089,119.018,4172.79,1,1
26.461,20.683,47.144,-855.764,1,0
58.366,70.723,129.089,5011.32,1,1
31.447,85.735,117.182,19985.5,0,1
19.216,62.227,81.443,11004.8,0,1
47.449,10.207,57.656,-6745.71,1,0
32.86,43.327,76.187,2505.26,1,1
79.246,71.695,150.941,-3580.65,1,0
56.476,80.947,137.423,10564.8,1,1
44.389,50.806,95.195,1919.09,1,1
79.309,90.667,169.976,6065.12,1,1
31.402,99.415,130.817,27951.6,0,1
99.523,47.611,147.134,-23995.5,1,0
57.826,12.466,70.292,-10016.8,1,0
49.582,56.152,105.734,2182.38,1,1
73.261,60.679,133.94,-5294.32,1,0
21.241,89.722,110.963,23872.5,0,1
71.371,36.784,108.155,-11751.9,1,0
60.454,59.986,120.44,-177.079,1,0
22.519,36.838,59.357,2670.14,1,1
22.213,27.136,49.349,763.235,1,1
37.054,45.073,82.127,2068.98,1,1
60.472,16.3,76.772,-10653.7,1,0
73.936,74.116,148.052,83.7214,1,1
54.415,75.502,129.917,8606.58,1,1
82.099,33.724,115.823,-17602.1,1,0
66.169,13.501,79.67,-13182.3,1,0
90.316,32.86,123.176,-22233.7,1,0
18.28,48.142,66.422,6231.33,0,1
35.326,25.03,60.356,-1952.27,1,0
61.462,98.596,160.058,18672.4,1,1
75.718,39.88,115.598,-13015,1,0
55.486,47.089,102.575,-2705.92,1,0
66.664,15.94,82.604,-13163.3,1,0
64.243,46.351,110.594,-6216.42,1,0
99.955,76.456,176.411,-13023.4,1,0
63.487,37.009,100.496,-8359.57,1,0
78.697,81.127,159.824,1220.11,1,1
10.477,52.642,63.119,8361.07,0,1
22.42,22.06,44.48,-50.3057,1,0
28.144,94.519,122.663,25578.1,0,1
45.793,51.481,97.274,1738.23,1,1
65.188,36.109,101.297,-9253.92,1,0
74.35,73.468,147.818,-409.587,1,0
41.419,99.676,141.095,25823.2,0,1
88.507,92.881,181.388,2492.51,1,1
65.44,31.393,96.833,-10357.4,1,0
32.761,20.935,53.696,-1994.94,1,0
35.65,56.593,92.243,6069.07,1,1
84.043,89.893,173.936,3196.65,1,1
92.944,83.998,176.942,-4972.9,1,0
66.349,56.44,122.789,-3822.43,1,0
78.175,45.046,123.221,-12824.6,1,0
94.735,45.82,140.555,-21599.2,1,0
54.856,17.155,72.011,-8529.07,1,0
25.057,40.168,65.225,3096.4,1,1
11.674,60.85,72.524,11204.3,0,1
81.658,34.03,115.688,-17310.1,1,0
54.127,56.008,110.135,650.825,1,1
64.675,85.546,150.221,9849.72,1,1
22.852,20.35,43.202,-339.579,1,0
45.595,78.301,123.896,12730.2,0,1
41.743,35.533,77.276,-1507.6,1,0
56.404,67.393,123.797,4273.84,1,1
82.126,97.615,179.741,8746.22,1,1
24.454,75.079,99.533,15830,0,1
81.622,80.803,162.425,-417.914,1,0
88.687,26.965,115.652,-22425.5,1,0
83.017,83.422,166.439,211.768,1,1
29.962,95.05,125.012,25562.5,0,1
90.586,45.019,135.605,-19412.3,1,0
35.218,59.428,94.646,7198.58,0,1
63.037,16.876,79.913,-11588.9,1,0
83.467,17.164,100.631,-20961.1,1,0
30.052,48.142,78.194,4443.88,1,1
59.878,42.913,102.791,-5478.46,1,0
25.66,62.641,88.301,10258.7,0,1
78.382,57.403,135.785,-8949.25,1,0
88.174,91.954,180.128,2139.06,1,1
81.964,70.309,152.273,-5575.52,1,0
89.569,96.418,185.987,4001.84,1,1
12.556,38.359,50.915,4127.3,0,1
77.221,91.243,168.464,7421.08,1,1
22.501,27.406,49.907,769.043,1,1
74.665,42.463,117.128,-11849.3,1,0
22.456,32.419,54.875,1717.57,1,1
44.65,14.851,59.501,-5570.26,1,0
49.024,64.855,113.879,5663.72,1,1
21.727,32.491,54.218,1833.44,1,1
39.187,98.956,138.143,25939.1,0,1
37.801,89.065,126.866,20431.8,0,1
99.037,53.461,152.498,-21834.9,1,0
51.706,44.587,96.293,-2153.59,1,0
68.032,97.057,165.089,15053.6,1,1
36.541,49.996,86.537,3657.93,1,1
34.534,26.11,60.644,-1604.93,1,0
46.414,37.09,83.504,-2446.02,1,0
54.478,80.803,135.281,11188.1,1,1
85.501,34.147,119.648,-19303.2,1,0
65.377,60.166,125.543,-2055.24,1,0
66.61,45.01,111.62,-7574.35,1,0
49.762,68.428,118.19,6930.78,1,1
49.861,88.786,138.647,16954.7,0,1
33.283,28.756,62.039,-882.318,1,0
78.445,29.638,108.083,-16572.6,1,0
27.712,73.414,101.126,14519.4,0,1
18.703,26.749,45.452,1148.9,1,1
26.875,27.577,54.452,120.088,1,1
61.336,52.075,113.411,-3299.61,1,0
81.802,55.045,136.847,-11503.3,1,0
92.071,16.336,108.407,-25793.1,1,0
71.164,38.485,109.649,-11257,1,0
43.426,82.81,126.236,15619,0,1
19.288,28.927,48.215,1460.04,1,1
16.957,41.833,58.79,4594.45,0,1
46.27,40.735,87.005,-1512.91,1,0
76.843,53.2,130.043,-9659.16,1,0
66.331,26.704,93.035,-11582.1,1,0
99.154,56.782,155.936,-20757.5,1,0
45.469,77.599,123.068,12422.4,0,1
76.42,30.349,106.769,-15453.4,1,0
51.013,52.291,103.304,414.761,1,1
47.107,35.056,82.163,-3110.64,1,0
37.036,65.611,102.647,9214.72,0,1
77.131,18.847,95.978,-17574,1,0
20.665,36.37,57.035,2814.03,0,1
82.351,48.997,131.348,-13763.3,1,0
64.855,82.954,147.809,8404.37,1,1
88.975,41.311,130.286,-19509.1,1,0
69.049,63.1,132.149,-2469.78,1,0
73.144,72.487,145.631,-300.586,1,0
61.003,17.164,78.167,-10765.5,1,0
25.687,27.334,53.021,274.341,1,1
33.868,24.841,58.709,-1664.94,1,0
41.284,69.337,110.621,9749.15,0,1
59.608,74.872,134.48,6448.76,1,1
56.863,67.789,124.652,4278.69,1,1
27.163,93.97,121.133,25423.4,0,1
92.845,54.199,147.044,-17852.6,1,0
26.749,37.144,63.893,2086.54,1,1
30.214,94.582,124.796,25236,0,1
30.682,12.574,43.256,-2460.75,1,0
43.579,85.537,129.116,17019.4,0,1
85.528,89.722,175.25,2309.07,1,1
84.016,54.577,138.593,-12817.8,1,0
52.822,24.337,77.159,-6904.83,1,0
27.073,13.825,40.898,-1702.17,1,0
31.501,99.928,131.429,28253.3,0,1
88.327,22.537,110.864,-22914,1,0
81.946,29.611,111.557,-18341.7,1,0
49.051,41.554,90.605,-2133.98,1,0
94.483,95.914,190.397,855.952,1,1
99.352,78.814,178.166,-11495.6,1,0
57.052,59.365,116.417,845.945,1,1
90.19,73.801,163.991,-8443.5,1,0
53.686,20.404,74.09,-7746.74,1,0
68.392,74.368,142.76,2680.2,1,1
80.146,69.139,149.285,-5162.2,1,0
27.082,32.842,59.924,1084.36,1,1
58.87,68.266,127.136,3752.85,1,1
44.596,11.692,56.288,-5818.54,1,0
82.603,28.837,111.44,-18823.4,1,0
72.694,71.272,143.966,-643.146,1,0
28.765,61.021,89.786,9098.48,0,1
50.986,10.711,61.697,-7806.38,1,0
47.809,90.037,137.846,18287.1,0,1
99.442,99.46,198.902,11.2476,1,1
85.951,98.794,184.745,7453.99,1,1
45.451,43.003,88.454,-680.266,1,0
25.327,35.641,60.968,1975.51,1,1
73.972,69.013,142.985,-2227.59,1,0
13.213,42.364,55.577,5089.77,0,1
43.39,83.368,126.758,15920.1,0,1
68.68,60.472,129.152,-3330.34,1,0
73.378,27.55,100.928,-14530.9,1,0
28.738,17.974,46.712,-1579.62,1,0
86.41,68.518,154.928,-8708.41,1,0
36.811,59.104,95.915,6717.46,1,1
96.958,22.753,119.711,-27907.3,1,0
77.302,47.944,125.246,-11551.5,1,0
80.632,82.279,162.911,842.935,1,1
37.981,80.074,118.055,15611.5,0,1
48.907,81.1,130.007,13148.6,1,1
46.036,84.358,130.394,15698.4,0,1
81.271,61.372,142.643,-8917.26,1,0
19.999,55.252,75.251,8334.09,0,1
30.385,23.221,53.606,-1206.48,1,0
54.784,63.775,118.559,3348.82,1,1
63.757,23.464,87.221,-11040.8,1,0
81.415,37.135,118.55,-16491.5,1,0
98.182,10.162,108.344,-29959.6,1,0
45.118,84.601,129.719,16090.3,0,1
35.848,39.097,74.945,764.966,1,1
10.873,32.806,43.679,3009.68,0,1
51.85,78.175,130.025,10753.4,1,1
70.759,89.659,160.418,9525,1,1
27.622,98.74,126.362,28232.3,0,1
69.733,66.538,136.271,-1367.8,1,0
47.017,72.946,119.963,9771.99,1,1
50.896,28.288,79.184,-5624.05,1,0
34.318,28.072,62.39,-1224.24,1,0
40.708,21.871,62.579,-3703.31,1,0
41.293,85.501,126.794,17609.6,0,1
42.823,95.05,137.873,22621.6,0,1
66.133,24.238,90.371,-11894.4,1,0
32.185,64.324,96.509,9744.29,0,1
81.568,34.471,116.039,-17169.1,1,0
48.925,17.416,66.341,-6566.99,1,0
63.577,16.966,80.543,-11794.1,1,0
40.231,72.595,112.826,11471.5,0,1
52.318,68.158,120.476,5995.23,1,1
62.254,69.94,132.194,3191.99,1,1
34.066,89.164,123.23,21330.6,0,1
93.646,71.083,164.729,-11676.6,1,0
62.11,44.551,106.661,-5883.76,1,0
89.38,53.596,142.976,-16073.2,1,0
62.623,30.088,92.711,-9476.15,1,0
65.467,61.084,126.551,-1742.56,1,0
72.757,98.29,171.047,13720.4,1,1
23.302,38.899,62.201,3047.81,0,1
79.705,12.655,92.36,-19455.1,1,0
93.223,61.273,154.496,-15507.4,1,0
37.135,99.316,136.451,26655.3,0,1
35.866,57.88,93.746,6483.38,1,1
16.282,33.265,49.547,2643.51,0,1
87.643,58.6,146.243,-13343.4,1,0
91.423,17.074,108.497,-25342.1,1,0
85.717,25.489,111.206,-21041.5,1,0
96.238,79.363,175.601,-9309.38,1,0
86.581,25.516,112.097,-21504.8,1,0
81.082,43.129,124.211,-14810,1,0
36.28,43.705,79.985,1865.76,1,1
30.385,58.915,89.3,8003.93,0,1
61.957,93.151,155.108,15200.4,1,1
57.214,75.259,132.473,7509.9,1,1
89.218,94.087,183.305,2803.91,1,1
77.923,82.441,160.364,2276.16,1,1
22.528,72.226,94.754,14794,0,1
48.925,15.562,64.487,-6759.07,1,0
87.274,22.375,109.649,-22355.9,1,0
38.827,74.917,113.744,12896.3,0,1
38.152,87.418,125.57,19434.9,0,1
81.991,23.869,105.86,-19329.6,1,0
12.916,45.397,58.313,5950.38,0,1
93.232,56.665,149.897,-17220,1,0
28.081,74.323,102.404,14876.6,0,1
56.962,54.361,111.323,-909.652,1,0
75.196,77.347,152.543,1030.82,1,1
13.285,94.33,107.615,27399.9,0,1
37.666,27.667,65.333,-2052.29,1,0
69.589,26.884,96.473,-12943,1,0
78.922,14.68,93.602,-18891,1,0
66.493,91.45,157.943,12383.5,1,1
44.074,15.418,59.492,-5355.8,1,0
97.021,31.348,128.369,-26484.8,1,0
84.97,93.016,177.986,4499,1,1
